cleaned_method,target_block,tokens_in_method
"def __init__(self, base_url, **kwargs): <TAB> if ""policies"" not in kwargs: <MASK> raise ValueError( <TAB>  <TAB>  <TAB>  <TAB> ""Current implementation requires to pass 'config' if you don't pass 'policies'"" <TAB>  <TAB>  <TAB> ) <TAB>  <TAB> kwargs[""policies""] = self._default_policies(**kwargs) <TAB> super(ARMPipelineClient, self).__init__(base_url, **kwargs)","if ""config"" not in kwargs :",113
"def format_to_text(data): <TAB> deptl = levels_of_list_or_np(data) <TAB> out = """" <TAB> if deptl > 1: <TAB>  <TAB> for i, sub_data in enumerate(data): <TAB>  <TAB>  <TAB> if i > 0: <TAB>  <TAB>  <TAB>  <TAB> out += ""\n"" <TAB>  <TAB>  <TAB> sub_data_len = len(sub_data) - 1 <TAB>  <TAB>  <TAB> for i, d in enumerate(sub_data): <TAB>  <TAB>  <TAB>  <TAB> out += str(d) <MASK> out += ""\n"" <TAB> else: <TAB>  <TAB> for d in data: <TAB>  <TAB>  <TAB> out += str(d) + ""\n"" <TAB> return out",if i < sub_data_len :,173
"def get_or_parse_value(item, supported_values, default=None): <TAB> if isinstance(item, str): <TAB>  <TAB> item = item.lower() <MASK> return supported_values[item] <TAB>  <TAB> try: <TAB>  <TAB>  <TAB> return string_to_tuple(item) <TAB>  <TAB> except ValueError: <TAB>  <TAB>  <TAB> message = 'Invalid value ""{}"", expected one of precomputed: ({}) or list of values'.format( <TAB>  <TAB>  <TAB>  <TAB> item, "", "".join(supported_values.keys()) <TAB>  <TAB>  <TAB> ) <TAB>  <TAB>  <TAB> raise ValueError(message) <TAB> if isinstance(item, (float, int)): <TAB>  <TAB> return item <TAB> return default",if item in supported_values :,158
"def openItem(self, player): <TAB> if not self.isOpened: <TAB>  <TAB> self.isOpened = not self.isOpened <MASK> for item in self.contents: <TAB>  <TAB>  <TAB>  <TAB> player.room.addItem(item) <TAB>  <TAB>  <TAB> self.contents = [] <TAB>  <TAB> self.desc = ""open "" + self.desc",if self . contents is not None :,86
"def __get_secondary_ratio(self): <TAB> """"""Return the splitter ratio of the secondary splitter."""""" <TAB> c = self.c <TAB> free_layout = c.free_layout <TAB> if free_layout: <TAB>  <TAB> w = free_layout.get_secondary_splitter() <TAB>  <TAB> if w: <TAB>  <TAB>  <TAB> aList = w.sizes() <MASK> n1, n2 = aList <TAB>  <TAB>  <TAB>  <TAB> ratio = float(n1) / float(n1 + n2) <TAB>  <TAB>  <TAB>  <TAB> return ratio <TAB> return 0.5",if len ( aList ) == 2 :,142
"def set_theme(self, theme, settings): <TAB> for entry in settings: <MASK> continue <TAB>  <TAB> scope_str = entry.get(""scope"") or ""global"" <TAB>  <TAB> scopes = scope_str.split("","") <TAB>  <TAB> settings = entry.get(""settings"") <TAB>  <TAB> if settings is not None: <TAB>  <TAB>  <TAB> for scope in scopes: <TAB>  <TAB>  <TAB>  <TAB> theme.scopes[scope.strip()] = settings","if not isinstance ( entry , dict ) :",107
"def greedy_actions(self): <TAB> with chainer.force_backprop_mode(): <TAB>  <TAB> a = self.mu <MASK> a = F.maximum(self.xp.broadcast_to(self.min_action, a.array.shape), a) <TAB>  <TAB> if self.max_action is not None: <TAB>  <TAB>  <TAB> a = F.minimum(self.xp.broadcast_to(self.max_action, a.array.shape), a) <TAB>  <TAB> return a",if self . min_action is not None :,124
"def list_to_string(lst, det, det_type=""a""): <TAB> """"""Convert a list to a natural language string."""""" <TAB> string = """" <TAB> if len(lst) == 1: <TAB>  <TAB> return ""{}{}"".format(det_type + "" "" if det else """", lst[0]) <TAB> for i in range(len(lst)): <MASK> string = ""{} and {}{}"".format( <TAB>  <TAB>  <TAB>  <TAB> string[:-2], ""{} "".format(det_type) if det else """", lst[i] <TAB>  <TAB>  <TAB> ) <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> string += ""{}{}, "".format(""{} "".format(det_type) if det else """", lst[i]) <TAB> return string",if i >= ( len ( lst ) - 1 ) :,169
"def encode(self): <TAB> if self.expr in gpregs.expr: <TAB>  <TAB> self.value = gpregs.expr.index(self.expr) <TAB>  <TAB> self.parent.rot5.value = 0 <TAB> elif isinstance(self.expr, ExprOp) and self.expr.op == allshifts[self.index_op]: <TAB>  <TAB> reg, value = self.expr.args <MASK> return False <TAB>  <TAB> self.value = gpregs.expr.index(reg) <TAB>  <TAB> if not isinstance(value, ExprInt): <TAB>  <TAB>  <TAB> return False <TAB>  <TAB> value = int(value) <TAB>  <TAB> if not 0 <= value < 32: <TAB>  <TAB>  <TAB> return False <TAB>  <TAB> self.parent.rot5.value = value <TAB> return True",if reg not in gpregs . expr :,191
def show_only_diffs(self): <TAB> visible_rows = [ <TAB>  <TAB> i <TAB>  <TAB> for i in range(self.protocol_model.row_count) <TAB>  <TAB> if not self.ui.tblViewProtocol.isRowHidden(i) <TAB>  <TAB> and i != self.protocol_model.refindex <TAB> ] <TAB> visible_diff_columns = [ <TAB>  <TAB> diff_col <TAB>  <TAB> for i in visible_rows <TAB>  <TAB> for diff_col in self.protocol_model.diff_columns[i] <TAB> ] <TAB> for j in range(self.protocol_model.col_count): <MASK> self.ui.tblViewProtocol.showColumn(j) <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> self.ui.tblViewProtocol.hideColumn(j),if j in visible_diff_columns :,190
"def __setattr__(self, name, val): <TAB> graphics.Label.__setattr__(self, name, val) <TAB> if name in (""text"", ""markup"", ""size"", ""wrap"", ""ellipsize"", ""max_width""): <MASK> self._cached_w, self._cached_h = None, None <TAB>  <TAB> self._cached_wh_w, self._cached_wh_h = None, None","if name != ""max_width"" :",104
"def perform_create(self, serializer): <TAB> try: <TAB>  <TAB> user = self.get_user_from_session() <TAB>  <TAB> code = serializer.validated_data.get(""code"") <TAB>  <TAB> valid = user.check_mfa(code) <MASK> self.request.session[""auth_mfa""] = """" <TAB>  <TAB>  <TAB> raise errors.MFAFailedError(username=user.username, request=self.request) <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> self.request.session[""auth_mfa""] = ""1"" <TAB> except errors.AuthFailedError as e: <TAB>  <TAB> data = {""error"": e.error, ""msg"": e.msg} <TAB>  <TAB> raise ValidationError(data) <TAB> except errors.NeedMoreInfoError as e: <TAB>  <TAB> return Response(e.as_data(), status=200)",if not valid :,191
"def version_from_string(version_str): <TAB> m = _version_re.search(version_str) <TAB> if m: <TAB>  <TAB> g = m.groups() <TAB>  <TAB> if g[2] is None: <TAB>  <TAB>  <TAB> return (int(g[0]), int(g[1]), 0, ""final"", 0) <MASK> return (int(g[0]), int(g[1]), int(g[2]), ""final"", 0) <TAB>  <TAB> return (int(g[0]), int(g[1]), int(g[2]), g[3], int(g[4])) <TAB> raise VersionError( <TAB>  <TAB> ""String '%s' does not match regex '%s'"" % (version_str, _version_re.pattern) <TAB> )",if g [ 3 ] is None :,187
def re_compile(regex): <TAB> try: <TAB>  <TAB> return CACHED_REGEXES[regex] <TAB> except KeyError: <MASK> CACHED_REGEXES.clear() <TAB>  <TAB> compiled_regex = CACHED_REGEXES[regex] = re.compile(regex) <TAB>  <TAB> return compiled_regex,if len ( CACHED_REGEXES ) >= CACHED_REGEXES_MAX_SIZE :,96
"def tamper(payload, **kwargs): <TAB> modifiers = (""/**/"", ""/**//**/"", ""/**//**//**/"") <TAB> retval = """" <TAB> for char in payload: <TAB>  <TAB> num = random.choice([1, 2, 3]) <TAB>  <TAB> if char != "" "": <TAB>  <TAB>  <TAB> retval += char <TAB>  <TAB> if num == 1: <TAB>  <TAB>  <TAB> if char == "" "": <TAB>  <TAB>  <TAB>  <TAB> retval += modifiers[0] <MASK> if char == "" "": <TAB>  <TAB>  <TAB>  <TAB> retval += modifiers[1] <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> if char == "" "": <TAB>  <TAB>  <TAB>  <TAB> retval += modifiers[2] <TAB> return retval",elif num == 2 :,158
"def fixUrl(self, url, useHttps=True): <TAB> # url = str(url) <TAB> if not url.startswith(""http""): <MASK> url = ""/"" + url <TAB>  <TAB> if useHttps: <TAB>  <TAB>  <TAB> return ""https://www.pixiv.net"" + url <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> return ""http://www.pixiv.net"" + url <TAB> return url","if not url . startswith ( ""/"" ) :",105
"def get_named_fields_list(self): <TAB> rval = [] <TAB> named_columns = self.get_column_name_list() <TAB> for fields in self.get_fields(): <TAB>  <TAB> field_dict = {} <TAB>  <TAB> for i, field in enumerate(fields): <TAB>  <TAB>  <TAB> if i == len(named_columns): <TAB>  <TAB>  <TAB>  <TAB> break <TAB>  <TAB>  <TAB> field_name = named_columns[i] <MASK> field_name = i  # check that this is supposed to be 0 based. <TAB>  <TAB>  <TAB> field_dict[field_name] = field <TAB>  <TAB> rval.append(field_dict) <TAB> return rval",if field_name is None :,159
"def return_connection_handler(nodes, exit_node): <TAB> """"""Connect all return statements to the Exit node."""""" <TAB> for function_body_node in nodes: <TAB>  <TAB> if isinstance(function_body_node, ConnectToExitNode): <MASK> function_body_node.connect(exit_node)",if exit_node not in function_body_node . outgoing :,86
"def create_lun(self, lun_params): <TAB> # Set the mirror switch always on <TAB> lun_params[""MIRRORPOLICY""] = ""1"" <TAB> url = ""/lun"" <TAB> result = self.call(url, lun_params, ""POST"") <TAB> if result[""error""][""code""] == constants.ERROR_VOLUME_ALREADY_EXIST: <TAB>  <TAB> lun_id = self.get_lun_id_by_name(lun_params[""NAME""]) <MASK> return self.get_lun_info(lun_id) <TAB> msg = _(""Create lun error."") <TAB> self._assert_rest_result(result, msg) <TAB> self._assert_data_in_result(result, msg) <TAB> return result[""data""]",if lun_id :,190
"def convert_input_media_array(array): <TAB> media = [] <TAB> files = {} <TAB> for input_media in array: <TAB>  <TAB> if isinstance(input_media, types.InputMedia): <TAB>  <TAB>  <TAB> media_dict = input_media.to_dict() <MASK> key = media_dict[""media""].replace(""attach://"", """") <TAB>  <TAB>  <TAB>  <TAB> files[key] = input_media.media <TAB>  <TAB>  <TAB> media.append(media_dict) <TAB> return json.dumps(media), files","if media_dict [ ""media"" ] . startswith ( ""attach://"" ) :",132
"def process(self): <TAB> for idx, layer in enumerate(self.net.layers): <TAB>  <TAB> param = layer.blobs <TAB>  <TAB> name = self.layer_names[idx] <TAB>  <TAB> if layer.type in self.processors: <TAB>  <TAB>  <TAB> logger.info(""Processing layer {} of type {}"".format(name, layer.type)) <TAB>  <TAB>  <TAB> dic = self.processors[layer.type](idx, name, param) <TAB>  <TAB>  <TAB> self.param_dict.update(dic) <MASK> logger.warn( <TAB>  <TAB>  <TAB>  <TAB> ""{} layer contains parameters but is not supported!"".format(layer.type) <TAB>  <TAB>  <TAB> ) <TAB> return self.param_dict",elif len ( layer . blobs ) != 0 :,164
"def update(self, E, **F): <TAB> # E and F are throwback names to the dict() __doc__ <TAB> with self._lock: <MASK> return <TAB>  <TAB> setitem = self.__setitem__ <TAB>  <TAB> if callable(getattr(E, ""keys"", None)): <TAB>  <TAB>  <TAB> for k in E.keys(): <TAB>  <TAB>  <TAB>  <TAB> setitem(k, E[k]) <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> for k, v in E: <TAB>  <TAB>  <TAB>  <TAB> setitem(k, v) <TAB>  <TAB> for k in F: <TAB>  <TAB>  <TAB> setitem(k, F[k]) <TAB>  <TAB> return",if E is self :,147
"def _get_child_resources(self): <TAB> result = {} <TAB> for child in self.resource.get_children(): <MASK> result[child.name] = child <TAB>  <TAB> elif child.name.endswith("".py"") and child.name != ""__init__.py"": <TAB>  <TAB>  <TAB> name = child.name[:-3] <TAB>  <TAB>  <TAB> result[name] = child <TAB> return result",if child . is_folder ( ) :,99
"def find_script_url(scriptId_or_file): <TAB> # sha = hashlib.sha1(scriptId_or_file_or_url.encode('utf-8')).hexdigest() <TAB> for item in file_to_scriptId: <TAB>  <TAB> if item[""scriptId""].lower() == scriptId_or_file.lower(): <TAB>  <TAB>  <TAB> return item[""url""] <MASK> return item[""url""] <TAB> return None","if item [ ""file"" ] . lower ( ) == scriptId_or_file . lower ( ) :",120
"def get_popup_sample(view): <TAB> add_external_clipboard() <TAB> index = kill_index <TAB> result = [] <TAB> seen = {} <TAB> while True: <TAB>  <TAB> kill = entries[index] <TAB>  <TAB> if kill: <TAB>  <TAB>  <TAB> text = kill.get_sample(view) <TAB>  <TAB>  <TAB> if text not in seen: <TAB>  <TAB>  <TAB>  <TAB> result.append((index, text)) <TAB>  <TAB>  <TAB>  <TAB> seen[text] = True <TAB>  <TAB> index = (index - 1) % kill_ring_size <MASK> break <TAB> return result",if index == kill_index :,138
"def getPath(c, p): <TAB> for n in p.self_and_parents(): <TAB>  <TAB> if n.h.startswith(""@path""): <TAB>  <TAB>  <TAB> break <TAB> else: <TAB>  <TAB> return None  # must have a full fledged @path in parents <TAB> aList = g.get_directives_dict_list(p) <TAB> path = c.scanAtPathDirectives(aList) <TAB> if not isDirNode(p):  # add file name <TAB>  <TAB> h = p.h.split(None, 1) <MASK> path = os.path.join(path, h[1]) <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> path = os.path.join(path, p.h.strip()) <TAB> return path","if h [ 0 ] . startswith ( ""@"" ) and len ( h ) == 2 :",188
"def canonicalize_filenames(self): <TAB> for filename, lineno in self.c.keys(): <TAB>  <TAB> if filename == ""<string>"": <TAB>  <TAB>  <TAB> # Can't do anything useful with exec'd strings, so skip them. <TAB>  <TAB>  <TAB> continue <TAB>  <TAB> f = self.canonical_filename(filename) <MASK> self.cexecuted[f] = {} <TAB>  <TAB> self.cexecuted[f][lineno] = 1 <TAB> self.c = {}",if not self . cexecuted . has_key ( f ) :,121
"def add(self, user): <TAB> assert iwords.IChatClient.providedBy(user), ""{!r} is not a chat client"".format(user) <TAB> if user.name not in self.users: <TAB>  <TAB> additions = [] <TAB>  <TAB> self.users[user.name] = user <TAB>  <TAB> for p in self.users.values(): <MASK> d = defer.maybeDeferred(p.userJoined, self, user) <TAB>  <TAB>  <TAB>  <TAB> d.addErrback(self._ebUserCall, p=p) <TAB>  <TAB>  <TAB>  <TAB> additions.append(d) <TAB>  <TAB> defer.DeferredList(additions).addCallback(self._cbUserCall) <TAB> return defer.succeed(None)",if p is not user :,175
"def _refresh_addon(self) -> None: <TAB> """"""Refresh addon state."""""" <TAB> for addon in self.sys_addons.installed: <TAB>  <TAB> # if watchdog need looking for <TAB>  <TAB> if addon.watchdog or addon.state != AddonState.STARTED: <TAB>  <TAB>  <TAB> continue <TAB>  <TAB> # if Addon have running actions <MASK> continue <TAB>  <TAB> # Adjust state <TAB>  <TAB> addon.state = AddonState.STOPPED",if addon . in_progress or await addon . is_running ( ) :,122
"def test_df_is_stochastic_parameter(self): <TAB> param = iap.ChiSquare(iap.Choice([1, 10])) <TAB> seen = [0, 0] <TAB> for _ in sm.xrange(1000): <TAB>  <TAB> samples = param.draw_samples((100,)) <TAB>  <TAB> exp = np.mean(samples) <MASK> seen[0] += 1 <TAB>  <TAB> elif 10 - 4.0 < exp < 10 + 4.0: <TAB>  <TAB>  <TAB> seen[1] += 1 <TAB>  <TAB> else: <TAB>  <TAB>  <TAB> assert False <TAB> assert 500 - 100 < seen[0] < 500 + 100 <TAB> assert 500 - 100 < seen[1] < 500 + 100",if 1 - 1.0 < exp < 1 + 1.0 :,172
"def test_read_bytes(self): <TAB> """"""Read a number of bytes from a buffer"""""" <TAB> buf = bytearray(b""ABCDEFghijklm"") <TAB> readsize = 6 <TAB> exp = bytearray(b""ghijklm"") <TAB> expsize = len(exp) <TAB> try: <TAB>  <TAB> (result, _) = utils.read_bytes(buf, readsize) <TAB> except: <TAB>  <TAB> self.fail(""Failed reading bytes using read_bytes."") <TAB> else: <MASK> self.fail( <TAB>  <TAB>  <TAB>  <TAB> ""Wrong result. Expected: '%s' / %d, got '%s'/%d"" <TAB>  <TAB>  <TAB>  <TAB> % (exp, expsize, result, len(result)) <TAB>  <TAB>  <TAB> )",if result != exp or len ( result ) != expsize :,182
"def getRaw(self, idx): <TAB> if idx < 0 or self.m_stringOffsets == [] or idx >= len(self.m_stringOffsets): <TAB>  <TAB> return None <TAB> offset = self.m_stringOffsets[idx].get_value() <TAB> length = self.getShort(self.m_strings, offset) <TAB> data = """" <TAB> while length > 0: <TAB>  <TAB> offset += 2 <TAB>  <TAB> # Unicode character <TAB>  <TAB> data += unichr(self.getShort(self.m_strings, offset)) <TAB>  <TAB> # FIXME <MASK> data = data[:-1] <TAB>  <TAB> length -= 1 <TAB> return data","if data [ - 1 ] == ""&"" :",157
"def __new__(cls, name, bases, d): <TAB> rv = type.__new__(cls, name, bases, d) <TAB> if ""methods"" not in d: <TAB>  <TAB> methods = set(rv.methods or []) <TAB>  <TAB> for key in d: <TAB>  <TAB>  <TAB> if key in http_method_funcs: <TAB>  <TAB>  <TAB>  <TAB> methods.add(key.upper()) <TAB>  <TAB> # if we have no method at all in there we don't want to <TAB>  <TAB> # add a method list.  (This is for instance the case for <TAB>  <TAB> # the baseclass or another subclass of a base method view <TAB>  <TAB> # that does not introduce new methods). <MASK> rv.methods = sorted(methods) <TAB> return rv",if methods :,168
"def iterfillleft(table, missing): <TAB> it = iter(table) <TAB> hdr = next(it) <TAB> yield tuple(hdr) <TAB> for row in it: <TAB>  <TAB> outrow = list(reversed(row)) <TAB>  <TAB> for i, _ in enumerate(outrow): <MASK> outrow[i] = outrow[i - 1] <TAB>  <TAB> yield tuple(reversed(outrow))",if i > 0 and outrow [ i ] == missing and outrow [ i - 1 ] != missing :,121
"def logger_isa(l, p, max=1000): <TAB> this, seen = l, set() <TAB> for _ in range(max): <TAB>  <TAB> if this == p: <TAB>  <TAB>  <TAB> return True <TAB>  <TAB> else: <MASK> raise RuntimeError( <TAB>  <TAB>  <TAB>  <TAB>  <TAB> ""Logger {0!r} parents recursive"".format(l.name), <TAB>  <TAB>  <TAB>  <TAB> ) <TAB>  <TAB>  <TAB> seen.add(this) <TAB>  <TAB>  <TAB> this = this.parent <TAB>  <TAB>  <TAB> if not this: <TAB>  <TAB>  <TAB>  <TAB> break <TAB> else:  # pragma: no cover <TAB>  <TAB> raise RuntimeError(""Logger hierarchy exceeds {0}"".format(max)) <TAB> return False",if this in seen :,161
"def dev_test1(input_dir): <TAB> input_path = Path(input_dir) <TAB> dir_names = pathex.get_all_dir_names(input_path) <TAB> for dir_name in io.progress_bar_generator(dir_names, desc=""Processing""): <TAB>  <TAB> img_paths = pathex.get_image_paths(input_path / dir_name) <TAB>  <TAB> for filename in img_paths: <TAB>  <TAB>  <TAB> filepath = Path(filename) <TAB>  <TAB>  <TAB> dflimg = DFLIMG.x(filepath) <MASK> raise ValueError",if dflimg is None :,145
"def __call__(self, exception=True): <TAB> """"""Evaluate the expression"""""" <TAB> try: <TAB>  <TAB> ans = self._coef <TAB>  <TAB> for n in self._evaluate_arglist(self._numerator, exception=exception): <TAB>  <TAB>  <TAB> ans *= n <TAB>  <TAB> for n in self._evaluate_arglist(self._denominator, exception=exception): <TAB>  <TAB>  <TAB> ans /= n <TAB>  <TAB> return ans <TAB> except (TypeError, ValueError): <MASK> raise <TAB>  <TAB> return None",if exception :,113
"def resolve_none(self, data): <TAB> # replace None to '_' <TAB> for sent_idx in range(len(data)): <TAB>  <TAB> for tok_idx in range(len(data[sent_idx])): <TAB>  <TAB>  <TAB> for feat_idx in range(len(data[sent_idx][tok_idx])): <MASK> data[sent_idx][tok_idx][feat_idx] = ""_"" <TAB> return data",if data [ sent_idx ] [ tok_idx ] [ feat_idx ] is None :,120
"def prepare_exog(exog): <TAB> k_exog = 0 <TAB> if exog is not None: <TAB>  <TAB> exog_is_using_pandas = _is_using_pandas(exog, None) <MASK> exog = np.asarray(exog) <TAB>  <TAB> # Make sure we have 2-dimensional array <TAB>  <TAB> if exog.ndim == 1: <TAB>  <TAB>  <TAB> if not exog_is_using_pandas: <TAB>  <TAB>  <TAB>  <TAB> exog = exog[:, None] <TAB>  <TAB>  <TAB> else: <TAB>  <TAB>  <TAB>  <TAB> exog = pd.DataFrame(exog) <TAB>  <TAB> k_exog = exog.shape[1] <TAB> return (k_exog, exog)",if not exog_is_using_pandas :,159
